,SORTING,EVENTTIME,ACTIVITY_EN,Automation,Customer_Location,Costs,Customer Satisfaction,Cost Factor,Weekday,Daytime,Distribution Channel,Customer Location,Customer Type
22354,8774,20/01/2018 01:45,Departure pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22355,8775,20/01/2018 01:46,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22356,8776,20/01/2018 02:16,Pizza received,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22357,8777,28/06/2018 23:26,Order at the counter (shop),A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22358,8778,28/06/2018 23:27,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22359,8779,28/06/2018 23:29,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22360,8780,28/06/2018 23:35,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22361,8781,28/06/2018 23:35,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22362,8782,10/04/2018 04:50,Start order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22363,8783,10/04/2018 05:02,Approve order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22364,8784,10/04/2018 05:02,Receive order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22365,8785,10/04/2018 05:11,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22366,8786,10/04/2018 05:15,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22367,8787,10/04/2018 05:28,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22368,8788,10/04/2018 05:30,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22369,8789,10/04/2018 05:32,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22370,8790,10/04/2018 05:34,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22371,8791,10/04/2018 05:38,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22372,8792,10/04/2018 05:43,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22373,8793,10/04/2018 05:46,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22374,8794,30/06/2018 09:19,Order at the counter (shop),B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22375,8795,30/06/2018 09:21,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22376,8796,30/06/2018 09:25,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22377,8797,30/06/2018 09:38,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22378,8798,30/06/2018 09:38,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22379,8799,10/04/2018 11:36,Start order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22380,8800,10/04/2018 11:47,Receive order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22381,8801,10/04/2018 11:47,Approve order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22382,8802,10/04/2018 11:51,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22383,8803,10/04/2018 11:57,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22384,8804,10/04/2018 12:08,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22385,8805,10/04/2018 12:08,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22386,8806,10/04/2018 12:09,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22387,8807,10/04/2018 12:10,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22388,8808,10/04/2018 12:10,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22389,8809,10/04/2018 12:11,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22390,8810,10/04/2018 12:27,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22391,8811,10/07/2018 19:52,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22392,8812,10/07/2018 19:54,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22393,8813,10/07/2018 20:02,Call Customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22394,8814,10/07/2018 20:08,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22395,8815,10/07/2018 20:14,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22396,8816,10/07/2018 20:15,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22397,8817,10/07/2018 20:20,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22398,8818,10/07/2018 20:23,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22399,8819,10/07/2018 20:25,Pizza arrives at customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22400,8820,10/07/2018 20:59,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22401,8821,20/04/2018 21:49,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22402,8822,20/04/2018 21:49,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22403,8823,20/04/2018 21:53,Call Customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22404,8824,20/04/2018 21:56,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22405,8825,20/04/2018 22:03,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22406,8826,20/04/2018 22:11,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22407,8827,20/04/2018 22:14,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22408,8828,20/04/2018 22:16,Departure pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22409,8829,20/04/2018 22:18,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22410,8830,20/04/2018 22:26,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22411,8831,04/03/2018 11:18,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22412,8832,04/03/2018 11:18,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22413,8833,04/03/2018 11:19,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22414,8834,04/03/2018 11:20,Baking pizza ready,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22415,8835,04/03/2018 11:20,Plan route,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22416,8836,04/03/2018 11:24,Departure pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22417,8837,04/03/2018 11:31,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22418,8838,04/03/2018 11:45,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22419,8839,28/01/2018 10:18,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22420,8840,28/01/2018 10:18,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22421,8841,28/01/2018 10:20,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22422,8842,28/01/2018 10:33,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22423,8843,28/01/2018 10:35,Plan route,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22424,8844,28/01/2018 10:37,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22425,8845,28/01/2018 10:39,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22426,8846,28/01/2018 11:12,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22427,8847,25/06/2018 05:35,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22428,8848,25/06/2018 05:35,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22429,8849,25/06/2018 05:42,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22430,8850,25/06/2018 05:44,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22431,8851,25/06/2018 05:46,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22432,8852,25/06/2018 05:50,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22433,8853,25/06/2018 05:55,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22434,8854,25/06/2018 06:29,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22435,8855,01/05/2018 17:29,Order at the counter (shop),A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22436,8856,01/05/2018 17:32,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22437,8857,01/05/2018 17:32,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22438,8858,01/05/2018 17:44,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22439,8859,01/05/2018 17:45,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22440,8860,14/04/2018 14:31,Start order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22441,8861,14/04/2018 14:37,Approve order website,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22442,8862,14/04/2018 14:38,Receive order website,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22443,8863,14/04/2018 14:44,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22444,8864,14/04/2018 14:44,Call Customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22445,8865,14/04/2018 14:49,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22446,8866,14/04/2018 14:54,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22447,8867,14/04/2018 14:58,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22448,8868,14/04/2018 15:01,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22449,8869,14/04/2018 15:02,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22450,8870,14/04/2018 15:27,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22451,8871,22/03/2018 03:21,Order by phone,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22452,8872,22/03/2018 03:22,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22453,8873,22/03/2018 03:23,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22454,8874,22/03/2018 03:23,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22455,8875,22/03/2018 03:27,Plan route,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22456,8876,22/03/2018 03:29,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22457,8877,22/03/2018 03:31,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22458,8878,22/03/2018 03:55,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22459,8879,15/04/2018 08:54,Start order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22460,8880,15/04/2018 09:00,Approve order website,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22461,8881,15/04/2018 09:01,Receive order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22462,8882,15/04/2018 09:07,Call Customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22463,8883,15/04/2018 09:13,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22464,8884,15/04/2018 09:16,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22465,8885,15/04/2018 09:22,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22466,8886,15/04/2018 09:27,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22467,8887,15/04/2018 09:29,Departure pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22468,8888,15/04/2018 09:29,Pizza arrives at customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22469,8889,15/04/2018 09:46,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22470,8890,01/05/2018 17:38,Order at the counter (shop),A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22471,8891,01/05/2018 17:39,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22472,8892,01/05/2018 17:46,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22473,8893,01/05/2018 17:47,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22474,8894,01/05/2018 17:47,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22475,8895,28/02/2018 17:15,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22476,8896,28/02/2018 17:18,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22477,8897,28/02/2018 17:20,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22478,8898,28/02/2018 17:20,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22479,8899,28/02/2018 17:24,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22480,8900,28/02/2018 17:29,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22481,8901,28/02/2018 17:33,Pizza arrives at customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22482,8902,28/02/2018 17:48,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22483,8903,30/05/2018 17:12,Order by phone,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22484,8904,30/05/2018 17:14,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22485,8905,30/05/2018 17:19,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22486,8906,30/05/2018 17:36,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22487,8907,30/05/2018 17:37,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22488,8908,30/05/2018 17:43,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22489,8909,30/05/2018 17:56,Baking pizza ready,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22490,8910,30/05/2018 18:00,Plan route,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22491,8911,30/05/2018 18:03,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22492,8912,30/05/2018 18:10,Pizza arrives at customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22493,8913,30/05/2018 18:48,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22494,8914,17/03/2018 12:37,Start order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22495,8915,17/03/2018 12:39,Approve order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22496,8916,17/03/2018 12:40,Receive order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22497,8917,17/03/2018 12:42,Call Customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22498,8918,17/03/2018 12:46,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22499,8919,17/03/2018 12:52,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22500,8920,17/03/2018 12:52,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22501,8921,17/03/2018 12:55,Plan route,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22502,8922,17/03/2018 12:59,Departure pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22503,8923,17/03/2018 13:01,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22504,8924,17/03/2018 13:01,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22505,8925,20/05/2018 20:06,Order at the counter (shop),A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22506,8926,20/05/2018 20:07,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22507,8927,20/05/2018 20:07,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22508,8928,20/05/2018 20:14,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22509,8929,20/05/2018 20:15,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22510,8930,02/04/2018 23:14,Order at the counter (shop),A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22511,8931,02/04/2018 23:15,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22512,8932,02/04/2018 23:19,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22513,8933,02/04/2018 23:24,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22514,8934,02/04/2018 23:24,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22515,8935,26/01/2018 07:30,Start order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22516,8936,26/01/2018 07:40,Receive order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22517,8937,26/01/2018 07:40,Approve order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22518,8938,26/01/2018 07:43,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22519,8939,26/01/2018 07:49,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22520,8940,26/01/2018 07:50,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22521,8941,26/01/2018 07:55,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22522,8942,26/01/2018 07:58,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22523,8943,26/01/2018 07:58,Plan route,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22524,8944,26/01/2018 08:01,Departure pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22525,8945,26/01/2018 08:04,Pizza arrives at customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22526,8946,26/01/2018 08:39,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22527,8947,31/03/2018 04:48,Order at the counter (shop),A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22528,8948,31/03/2018 04:51,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22529,8949,31/03/2018 04:58,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22530,8950,31/03/2018 05:06,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22531,8951,31/03/2018 05:06,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22532,8952,16/04/2018 07:23,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22533,8953,16/04/2018 07:23,Order at the counter (shop),A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22534,8954,16/04/2018 07:30,Baking pizza ready,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22535,8955,16/04/2018 07:30,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22536,8956,16/04/2018 07:30,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22537,8957,31/03/2018 15:24,Order at the counter (shop),A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22538,8958,31/03/2018 15:26,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22539,8959,31/03/2018 15:28,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22540,8960,31/03/2018 15:36,Baking pizza ready,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22541,8961,31/03/2018 15:36,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22542,8962,20/05/2018 05:09,Order by phone,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22543,8963,20/05/2018 05:12,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22544,8964,20/05/2018 05:15,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22545,8965,20/05/2018 05:25,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22546,8966,20/05/2018 05:25,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22547,8967,20/05/2018 05:25,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
