_CASE_KEY;Variant;Customer_ID;Revenue;Costs;Pizza Type;Pizza Size;Customer Satisfaction;Cost Factor;Weekday;Daytime;Distribution Channel;Customer Location;Customer Type
804;4;126;56;3;Paprika;Small;1;Phone Bill;Friday;19;BestOrder Inc.;Munich District Two;Student
1021;4;182;4;49;Veggie;Large;3;Ingredients;Saturday;19;Deliver Now Holding;Munich District Three;Student
427;4;251;9;5;Magherita;Medium;0;Chef 1;Sunday;21;Deliver Now Holding;Munich District One;Teenager
1779;4;112;5;2;Speciale;Large;0;Delivery Scooters ;Sunday;18;Feedera SE;Munich District Two;Student
537;4;167;10;20;Veggie;Small;0;Waiter;Saturday;18;BestOrder Inc.;Munich District One;Student
68;4;72;6;11;Salami;Medium;1;Chef 1;Tuesday;18;Feedera SE;Munich District Two;Student
1728;4;292;9;2;Salami;Small;2;Chef 2;Friday;19;Orderly SE;Munich District Four;Teenager
143;4;93;4;8;Calzone;Large;1;Ingredients;Thursday;17;Orderly SE;Munich District One;Student
170;4;24;12;8;Salami;Large;3;Chef 2;Saturday;19;TownExpress Inc. ;Munich District Three;Student
109;4;72;29;5;Magherita;Large;1;Delivery Scooters ;Friday;18;Feedera SE;Munich District One;Student
713;5;153;43;38;Salami;Small;2;Chef 2;Sunday;11;Deliver Now Holding;Munich District One;Teenager
1404;5;245;52;13;Salami;Small;5;Ingredients;Saturday;13;Feedera SE;Munich District One;Student
611;5;95;4;2;Veggie;Small;1;Chef 2;Sunday;12;Deliver Now Holding;Munich District One;Student
1450;5;18;44;8;Funghi;Small;1;Chef 1;Friday;18;Deliver Now Holding;Munich District One;Teenager
847;5;237;34;51;Salami;Small;1;Ingredients;Tuesday;18;Orderly SE;Munich District Two;Student
1182;5;249;24;10;Paprika;Small;3;Ingredients;Saturday;13;Heropizza Lmtd.;Munich District Three;Student
1567;5;83;12;17;Salami;Medium;3;Chef 2;Friday;19;Deliver Now Holding;Munich District One;Teenager
779;5;228;5;30;Funghi;Large;1;Waiter;Friday;21;Feedera SE;Munich District Four;Student
458;5;127;9;10;Magherita;Medium;3;Waiter;Sunday;13;Feedera SE;Munich District One;Adult
1659;5;82;55;46;Funghi;Small;1;Phone Bill;Friday;12;Feedera SE;Munich District Two;Student
1702;5;139;8;7;Speciale;Small;2;Chef 2;Friday;21;Feedera SE;Munich District Five;Senior
47;5;17;10;7;Funghi;Small;0;Ingredients;Sunday;18;BestOrder Inc.;Munich District One;Senior
1688;5;46;36;10;Funghi;Large;1;Delivery Scooters ;Friday;16;Deliveruu Inc.;Munich District Five;Student
1285;5;140;8;9;Salami;Small;3;Delivery Guy 2;Saturday;16;Deliver Now Holding;Munich District One;Adult
759;5;124;10;38;Funghi;Medium;5;Delivery Guy 1 ;Sunday;21;BestOrder Inc.;Munich District Three;Student
1236;5;282;10;13;Funghi;Medium;0;Delivery Scooters ;Tuesday;12;Feedera SE;Munich District One;Student
1038;5;157;21;56;Funghi;Large;3;Chef 2;Sunday;11;Feedera SE;Munich District One;Teenager
1883;5;255;10;29;Salami;Small;4;Chef 1;Monday;14;Deliver Now Holding;Munich District Five;Teenager
1256;5;290;9;34;Salami;Large;4;Ingredients;Sunday;12;Feedera SE;Munich District Four;Teenager
299;5;132;28;4;Magherita;Small;1;Phone Bill;Friday;18;Deliver Now Holding;Munich District One;Adult
1454;5;141;8;16;Funghi;Medium;1;Delivery Guy 1 ;Friday;16;Feedera SE;Munich District One;Student
1323;5;153;37;9;Funghi;Large;0;Delivery Guy 1 ;Sunday;20;BestOrder Inc.;Munich District Five;Teenager
1477;5;188;36;3;Magherita;Large;1;Chef 1;Friday;13;Deliver Now Holding;Munich District Three;Student
1832;5;204;21;10;Magherita;Large;1;Chef 1;Friday;19;Deliver Now Holding;Munich District One;Student
1916;5;250;6;4;Salami;Medium;0;Phone Bill;Sunday;11;Feedera SE;Munich District One;Student
1164;5;287;29;29;Salami;Medium;1;Chef 2;Sunday;14;BestOrder Inc.;Munich District Two;Student
1115;5;250;10;13;Speciale;Large;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Five;Student
1396;5;141;5;3;Speciale;Medium;4;Chef 2;Sunday;20;TownExpress Inc. ;Munich District Three;Student
1346;5;6;11;10;Magherita;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Two;Teenager
1090;5;185;11;10;Paprika;Large;2;Ingredients;Friday;19;Deliver Now Holding;Munich District One;Adult
872;5;290;11;10;Salami;Small;0;Ingredients;Wednesday;18;BestOrder Inc.;Munich District One;Teenager
258;5;32;13;11;Magherita;Medium;3;Waiter;Sunday;12;Deliver Now Holding;Munich District One;Student
1806;5;52;36;7;Salami;Large;3;Delivery Guy 2;Sunday;13;Heropizza Lmtd.;Munich District Two;Student
466;5;151;43;10;Salami;Small;2;Delivery Scooters ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
771;5;152;8;9;Salami;Large;5;Phone Bill;Saturday;18;Feedera SE;Munich District Four;Student
1711;5;263;29;10;Salami;Medium;4;Delivery Scooters ;Saturday;19;Deliveruu Inc.;Munich District One;Student
1637;5;227;11;4;Funghi;Large;4;Chef 2;Sunday;14;Deliveruu Inc.;Munich District Two;Student
1104;5;201;35;8;Magherita;Small;4;Delivery Guy 2;Saturday;10;BestOrder Inc.;Munich District One;Adult
1731;5;213;21;11;Speciale;Large;4;Chef 2;Sunday;12;Deliveruu Inc.;Munich District Three;Adult
1888;5;118;21;8;Veggie;Large;0;Waiter;Wednesday;13;Feedera SE;Munich District One;Student
886;5;136;6;3;Magherita;Medium;5;Delivery Guy 2;Monday;19;Deliveruu Inc.;Munich District Three;Student
746;5;79;17;7;Salami;Small;3;Chef 2;Friday;11;Feedera SE;Munich District Two;Student
1913;5;32;55;11;Salami;Large;1;Delivery Scooters ;Friday;16;Deliveruu Inc.;Munich District Two;Student
985;5;176;8;43;Magherita;Medium;0;Ingredients;Saturday;17;Feedera SE;Munich District One;Teenager
893;5;293;11;43;Speciale;Medium;2;Phone Bill;Sunday;12;Deliver Now Holding;Munich District One;Teenager
1634;5;78;9;37;Magherita;Small;0;Chef 1;Monday;18;Deliveruu Inc.;Munich District One;Student
348;5;113;29;2;Magherita;Large;0;Chef 1;Saturday;13;Heropizza Lmtd.;Munich District One;Adult
1661;5;191;8;11;Magherita;Large;1;Chef 1;Sunday;12;TownExpress Inc. ;Munich District Two;Student
1119;5;25;10;10;Funghi;Small;4;Chef 1;Friday;18;Deliver Now Holding;Munich District Five;Teenager
437;5;60;34;60;Funghi;Small;4;Delivery Guy 1 ;Friday;19;Deliveruu Inc.;Munich District Two;Adult
124;5;194;6;9;Paprika;Small;2;Waiter;Saturday;18;Feedera SE;Munich District One;Student
1745;5;56;4;9;Salami;Small;2;Ingredients;Sunday;18;BestOrder Inc.;Munich District Five;Student
570;5;262;21;5;Salami;Small;1;Delivery Scooters ;Sunday;11;Feedera SE;Munich District Two;Teenager
1712;5;294;60;46;Speciale;Large;1;Ingredients;Thursday;19;Feedera SE;Munich District Four;Adult
1000;5;227;54;2;Salami;Large;1;Ingredients;Sunday;11;BestOrder Inc.;Munich District Two;Student
1025;5;172;55;22;Calzone;Large;1;Delivery Guy 2;Saturday;12;Feedera SE;Munich District Four;Adult
141;5;174;6;7;Magherita;Large;3;Delivery Guy 1 ;Sunday;11;Deliver Now Holding;Munich District Three;Student
470;5;158;54;5;Funghi;Small;1;Chef 1;Saturday;18;Deliver Now Holding;Munich District One;Senior
1691;5;82;24;7;Speciale;Small;4;Chef 2;Saturday;13;Feedera SE;Munich District One;Student
1655;5;24;11;4;Salami;Small;1;Ingredients;Thursday;21;Feedera SE;Munich District One;Student
824;5;50;4;10;Funghi;Small;1;Waiter;Monday;17;Deliveruu Inc.;Munich District One;Senior
1599;5;30;23;13;Speciale;Large;2;Chef 1;Sunday;12;TownExpress Inc. ;Munich District Two;Student
82;5;269;10;10;Calzone;Large;1;Chef 1;Wednesday;20;Deliver Now Holding;Munich District Four;Student
1447;5;140;21;3;Funghi;Large;5;Delivery Scooters ;Friday;19;Orderly SE;Munich District Five;Student
775;5;135;10;7;Funghi;Small;4;Delivery Guy 2;Saturday;12;TownExpress Inc. ;Munich District Two;Student
630;5;296;10;46;Veggie;Large;2;Ingredients;Wednesday;11;Deliver Now Holding;Munich District One;Student
1377;5;43;35;10;Salami;Large;1;Delivery Scooters ;Friday;12;Feedera SE;Munich District One;Student
1919;5;205;22;4;Salami;Small;4;Ingredients;Sunday;13;BestOrder Inc.;Munich District Three;Student
379;5;285;51;34;Salami;Small;1;Phone Bill;Saturday;18;TownExpress Inc. ;Munich District Three;Student
1110;5;84;5;10;Calzone;Medium;0;Chef 2;Sunday;20;Deliver Now Holding;Munich District One;Student
670;5;131;29;8;Speciale;Small;5;Chef 2;Sunday;18;Feedera SE;Munich District One;Senior
247;5;175;9;1;Magherita;Small;2;Chef 1;Saturday;12;BestOrder Inc.;Munich District Two;Adult
1394;5;232;8;3;Magherita;Small;0;Delivery Guy 1 ;Sunday;18;Orderly SE;Munich District One;Adult
908;5;266;44;16;Calzone;Large;3;Chef 1;Sunday;19;Feedera SE;Munich District One;Teenager
1736;5;29;10;13;Salami;Medium;1;Chef 1;Monday;18;BestOrder Inc.;Munich District Four;Adult
747;5;140;5;3;Funghi;Small;1;Ingredients;Sunday;17;BestOrder Inc.;Munich District One;Senior
1930;5;236;21;13;Funghi;Medium;2;Chef 2;Friday;18;Deliver Now Holding;Munich District Five;Student
1466;5;243;5;17;Magherita;Small;2;Waiter;Friday;13;BestOrder Inc.;Munich District One;Adult
1963;5;251;25;39;Salami;Large;1;Delivery Guy 2;Saturday;19;Deliver Now Holding;Munich District Two;Student
23;5;118;36;16;Calzone;Large;1;Delivery Guy 2;Thursday;13;Heropizza Lmtd.;Munich District One;Student
253;5;251;8;44;Calzone;Large;0;Delivery Guy 2;Friday;12;Deliver Now Holding;Munich District One;Student
1983;5;93;21;13;Funghi;Large;1;Ingredients;Friday;21;Deliver Now Holding;Munich District Four;Student
1011;5;182;36;9;Funghi;Large;1;Chef 2;Thursday;18;TownExpress Inc. ;Munich District One;Student
1442;5;243;49;3;Salami;Small;2;Ingredients;Thursday;12;BestOrder Inc.;Munich District Four;Adult
25;5;135;9;11;Calzone;Small;3;Chef 2;Sunday;20;BestOrder Inc.;Munich District One;Teenager
162;5;159;32;7;Speciale;Large;2;Chef 2;Friday;18;Heropizza Lmtd.;Munich District Two;Student
816;5;249;36;9;Salami;Small;1;Chef 2;Friday;12;Deliver Now Holding;Munich District Two;Student
1197;5;125;4;29;Magherita;Small;1;Chef 2;Wednesday;19;Deliveruu Inc.;Munich District Two;Senior
236;5;244;11;44;Speciale;Medium;5;Chef 1;Saturday;20;Feedera SE;Munich District One;Student
853;5;28;43;7;Salami;Medium;2;Chef 2;Friday;11;BestOrder Inc.;Munich District Two;Teenager
297;5;193;10;44;Veggie;Small;0;Chef 2;Saturday;20;Orderly SE;Munich District One;Adult
417;5;15;11;7;Funghi;Small;5;Phone Bill;Friday;12;BestOrder Inc.;Munich District Two;Student
1264;5;253;9;28;Paprika;Large;2;Chef 2;Friday;14;BestOrder Inc.;Munich District One;Student
60;5;49;53;5;Magherita;Small;0;Waiter;Friday;14;Heropizza Lmtd.;Munich District One;Student
1910;5;188;37;9;Speciale;Small;1;Waiter;Saturday;18;Feedera SE;Munich District Three;Adult
668;5;163;18;35;Magherita;Small;4;Ingredients;Sunday;17;Feedera SE;Munich District One;Student
1238;5;241;10;8;Speciale;Small;1;Waiter;Friday;19;Feedera SE;Munich District One;Student
683;5;187;6;43;Magherita;Large;1;Phone Bill;Saturday;17;Feedera SE;Munich District One;Senior
227;5;147;22;1;Funghi;Small;1;Ingredients;Saturday;19;Deliveruu Inc.;Munich District Two;Adult
969;5;274;33;44;Funghi;Small;3;Delivery Scooters ;Friday;13;TownExpress Inc. ;Munich District Four;Student
1789;5;216;9;2;Funghi;Small;1;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Student
1005;5;75;6;5;Funghi;Small;3;Distribution channel fees;Sunday;11;BestOrder Inc.;Munich District Two;Student
1719;5;113;10;29;Salami;Large;1;Waiter;Friday;11;BestOrder Inc.;Munich District Two;Teenager
260;5;186;36;33;Salami;Large;1;Waiter;Monday;21;BestOrder Inc.;Munich District One;Adult
265;5;194;21;16;Funghi;Large;3;Delivery Scooters ;Friday;13;BestOrder Inc.;Munich District One;Teenager
1403;5;280;36;49;Paprika;Small;3;Chef 1;Friday;13;Deliver Now Holding;Munich District One;Student
800;5;195;6;35;Salami;Medium;1;Waiter;Saturday;19;Feedera SE;Munich District One;Student
1449;5;126;19;12;Speciale;Medium;3;Delivery Guy 1 ;Thursday;12;BestOrder Inc.;Munich District One;Student
29;5;13;36;11;Magherita;Large;1;Phone Bill;Saturday;17;Deliver Now Holding;Munich District One;Student
1041;5;202;9;38;Funghi;Small;1;Chef 1;Sunday;15;BestOrder Inc.;Munich District Three;Student
1496;5;103;29;5;Veggie;Medium;4;Delivery Guy 1 ;Saturday;14;Deliver Now Holding;Munich District Two;Adult
422;5;191;10;5;Funghi;Small;1;Delivery Guy 2;Sunday;18;BestOrder Inc.;Munich District Four;Teenager
1987;5;177;51;29;Paprika;Medium;3;Waiter;Sunday;20;Deliveruu Inc.;Munich District Three;Student
494;5;117;10;2;Funghi;Medium;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District Two;Student
901;5;5;38;9;Salami;Small;5;Distribution channel fees;Friday;14;BestOrder Inc.;Munich District Four;Student
428;5;85;23;46;Calzone;Large;0;Waiter;Friday;19;Feedera SE;Munich District Three;Student
367;5;95;19;23;Funghi;Large;2;Delivery Scooters ;Saturday;21;Orderly SE;Munich District Three;Student
179;5;98;54;43;Magherita;Small;0;Ingredients;Friday;12;Deliver Now Holding;Munich District Two;Student
1486;5;184;5;32;Funghi;Large;2;Ingredients;Friday;19;Feedera SE;Munich District One;Student
15;5;129;29;23;Funghi;Medium;5;Chef 1;Friday;16;Feedera SE;Munich District One;Student
1632;5;88;4;13;Speciale;Small;4;Phone Bill;Saturday;20;BestOrder Inc.;Munich District One;Student
532;5;128;29;49;Magherita;Small;2;Ingredients;Saturday;17;Feedera SE;Munich District Three;Teenager
1099;5;223;36;2;Salami;Small;1;Delivery Guy 2;Wednesday;14;TownExpress Inc. ;Munich District Five;Student
1823;5;163;38;39;Speciale;Large;1;Delivery Guy 2;Saturday;12;BestOrder Inc.;Munich District One;Adult
465;5;111;10;9;Magherita;Small;1;Ingredients;Saturday;12;Feedera SE;Munich District Five;Teenager
1086;5;2;8;10;Speciale;Small;2;Ingredients;Saturday;12;BestOrder Inc.;Munich District Two;Student
1753;5;266;29;3;Funghi;Small;1;Chef 1;Monday;17;Feedera SE;Munich District One;Student
1386;5;84;19;16;Funghi;Small;1;Phone Bill;Saturday;11;Deliver Now Holding;Munich District Two;Adult
561;5;15;11;8;Calzone;Medium;2;Delivery Guy 2;Sunday;12;TownExpress Inc. ;Munich District Three;Teenager
1826;5;283;18;2;Speciale;Medium;4;Chef 2;Friday;13;BestOrder Inc.;Munich District One;Student
468;5;235;8;16;Salami;Small;5;Delivery Guy 1 ;Saturday;14;Deliver Now Holding;Munich District Four;Student
651;5;6;29;2;Funghi;Large;1;Phone Bill;Sunday;18;Orderly SE;Munich District Two;Adult
725;5;223;30;7;Speciale;Small;1;Chef 2;Friday;19;Feedera SE;Munich District One;Student
1630;5;82;6;1;Funghi;Medium;1;Ingredients;Friday;18;Feedera SE;Munich District One;Student
988;5;169;6;49;Calzone;Large;2;Chef 2;Wednesday;16;TownExpress Inc. ;Munich District One;Student
1230;5;150;36;4;Funghi;Large;2;Waiter;Friday;13;Deliver Now Holding;Munich District One;Student
863;5;296;23;1;Funghi;Medium;4;Delivery Guy 1 ;Monday;18;Deliver Now Holding;Munich District One;Student
312;5;46;38;2;Magherita;Large;3;Chef 2;Wednesday;18;Deliveruu Inc.;Munich District One;Student
1797;5;245;13;7;Funghi;Medium;0;Ingredients;Sunday;12;BestOrder Inc.;Munich District One;Student
331;5;45;8;11;Salami;Small;1;Ingredients;Friday;19;BestOrder Inc.;Munich District One;Teenager
1470;5;162;9;44;Calzone;Small;3;Chef 2;Sunday;20;Deliver Now Holding;Munich District One;Student
933;5;170;36;3;Salami;Large;1;Chef 1;Saturday;19;Deliver Now Holding;Munich District One;Student
686;5;297;35;5;Magherita;Medium;0;Chef 2;Sunday;12;BestOrder Inc.;Munich District Five;Teenager
773;5;118;36;2;Salami;Medium;1;Delivery Scooters ;Friday;19;BestOrder Inc.;Munich District Two;Student
350;5;284;10;31;Magherita;Small;0;Ingredients;Friday;18;Feedera SE;Munich District One;Student
1444;5;295;11;7;Salami;Small;5;Waiter;Saturday;18;BestOrder Inc.;Munich District One;Student
525;5;50;9;10;Magherita;Large;1;Waiter;Thursday;12;BestOrder Inc.;Munich District Four;Adult
1438;5;168;5;13;Salami;Large;4;Delivery Guy 2;Wednesday;14;BestOrder Inc.;Munich District Three;Senior
1555;5;43;47;16;Salami;Small;1;Ingredients;Sunday;17;TownExpress Inc. ;Munich District Three;Student
1863;5;143;43;32;Magherita;Medium;4;Delivery Scooters ;Sunday;19;Feedera SE;Munich District Two;Student
1934;5;201;53;17;Salami;Large;4;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1530;5;87;37;33;Magherita;Small;1;Ingredients;Friday;18;Feedera SE;Munich District One;Student
1280;5;243;12;2;Funghi;Medium;2;Phone Bill;Sunday;13;Feedera SE;Munich District Three;Student
403;5;183;50;13;Paprika;Small;1;Waiter;Friday;11;Deliver Now Holding;Munich District One;Student
1903;5;277;24;2;Salami;Medium;3;Delivery Guy 1 ;Saturday;13;Deliver Now Holding;Munich District Four;Adult
559;5;282;29;9;Funghi;Medium;4;Delivery Guy 2;Sunday;19;BestOrder Inc.;Munich District Two;Student
1952;5;207;10;38;Magherita;Large;2;Chef 2;Sunday;21;Feedera SE;Munich District Three;Adult
1058;5;254;9;39;Funghi;Small;5;Waiter;Saturday;12;BestOrder Inc.;Munich District One;Teenager
1304;5;170;29;43;Magherita;Small;2;Chef 2;Wednesday;18;Feedera SE;Munich District One;Student
1828;5;39;15;3;Salami;Small;1;Distribution channel fees;Thursday;12;BestOrder Inc.;Munich District One;Student
1561;5;217;4;29;Salami;Medium;3;Phone Bill;Saturday;12;Feedera SE;Munich District One;Adult
1724;5;269;51;31;Paprika;Large;0;Delivery Guy 2;Sunday;12;Deliver Now Holding;Munich District Three;Teenager
1713;5;197;37;5;Calzone;Medium;0;Phone Bill;Saturday;14;BestOrder Inc.;Munich District One;Student
1880;5;85;6;9;Funghi;Small;2;Delivery Guy 2;Sunday;21;Feedera SE;Munich District One;Student
1418;5;296;36;2;Magherita;Large;5;Phone Bill;Sunday;20;Deliveruu Inc.;Munich District Three;Teenager
1322;5;166;6;29;Speciale;Large;0;Chef 1;Wednesday;18;Feedera SE;Munich District One;Student
790;5;90;8;10;Magherita;Small;1;Waiter;Sunday;12;Deliver Now Holding;Munich District One;Student
1499;5;144;10;5;Salami;Large;3;Chef 1;Tuesday;18;Deliver Now Holding;Munich District Three;Student
905;5;229;29;7;Speciale;Large;1;Phone Bill;Sunday;18;Deliver Now Holding;Munich District One;Student
228;5;240;10;16;Salami;Medium;2;Chef 1;Sunday;14;Feedera SE;Munich District One;Student
1669;5;71;9;3;Salami;Large;5;Delivery Guy 2;Friday;21;Deliver Now Holding;Munich District Five;Student
1619;5;261;29;39;Salami;Small;2;Phone Bill;Saturday;18;Orderly SE;Munich District Four;Adult
932;6;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
557;6;23;51;16;Salami;Large;1;Chef 1;Sunday;14;Deliver Now Holding;Munich District Four;Teenager
674;6;46;11;7;Magherita;Small;3;Delivery Guy 1 ;Saturday;12;Deliveruu Inc.;Munich District One;Student
27;6;188;56;16;Salami;Medium;0;Delivery Scooters ;Friday;17;Feedera SE;Munich District Four;Student
693;6;191;23;9;Magherita;Small;3;Ingredients;Friday;19;Orderly SE;Munich District One;Student
1481;6;114;36;29;Salami;Large;1;Chef 2;Wednesday;21;Feedera SE;Munich District Four;Adult
626;6;5;44;11;Calzone;Small;0;Ingredients;Friday;13;Deliver Now Holding;Munich District Three;Teenager
745;6;274;5;2;Funghi;Large;1;Waiter;Friday;18;Deliveruu Inc.;Munich District Three;Student
604;6;294;44;10;Salami;Small;2;Chef 1;Wednesday;13;Feedera SE;Munich District One;Teenager
1388;6;219;54;10;Speciale;Large;3;Chef 2;Wednesday;12;Feedera SE;Munich District Five;Student
889;6;19;28;2;Calzone;Large;0;Delivery Scooters ;Wednesday;12;BestOrder Inc.;Munich District Five;Student
434;6;136;8;60;Funghi;Small;3;Chef 1;Friday;11;TownExpress Inc. ;Munich District Three;Adult
1361;6;202;11;39;Salami;Medium;4;Chef 2;Sunday;18;Feedera SE;Munich District Two;Student
355;6;224;29;2;Funghi;Large;5;Chef 2;Friday;12;Feedera SE;Munich District Two;Senior
819;6;62;6;43;Calzone;Medium;3;Delivery Scooters ;Friday;19;Deliver Now Holding;Munich District Four;Student
1675;6;167;50;9;Salami;Large;1;Chef 2;Saturday;16;Deliveruu Inc.;Munich District One;Student
199;6;180;29;5;Speciale;Small;1;Delivery Guy 2;Friday;21;Deliver Now Holding;Munich District Three;Student
1766;6;257;36;9;Magherita;Small;5;Delivery Guy 2;Sunday;10;Deliver Now Holding;Munich District One;Student
1283;6;79;29;39;Funghi;Large;5;Waiter;Saturday;12;Deliveruu Inc.;Munich District Two;Student
324;6;200;49;11;Salami;Medium;4;Delivery Guy 2;Saturday;18;TownExpress Inc. ;Munich District One;Student
471;6;277;21;11;Salami;Large;2;Delivery Scooters ;Friday;11;BestOrder Inc.;Munich District Four;Student
455;6;22;29;13;Funghi;Small;4;Delivery Guy 2;Sunday;18;Orderly SE;Munich District Five;Teenager
432;6;206;36;7;Calzone;Small;4;Phone Bill;Saturday;19;Feedera SE;Munich District Two;Senior
1413;6;34;51;44;Salami;Large;3;Delivery Scooters ;Saturday;18;Feedera SE;Munich District Three;Adult
335;6;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
764;6;293;16;39;Magherita;Small;1;Distribution channel fees;Tuesday;19;Feedera SE;Munich District Four;Student
1134;6;191;8;5;Funghi;Small;3;Delivery Scooters ;Wednesday;11;Deliver Now Holding;Munich District Three;Student
62;6;71;21;8;Speciale;Medium;3;Chef 1;Sunday;13;Feedera SE;Munich District Three;Student
453;6;270;30;3;Salami;Large;2;Delivery Guy 2;Wednesday;10;Deliver Now Holding;Munich District Five;Student
726;6;117;44;10;Calzone;Small;2;Chef 2;Saturday;13;Feedera SE;Munich District One;Senior
129;6;268;6;10;Funghi;Small;1;Delivery Guy 1 ;Tuesday;12;BestOrder Inc.;Munich District One;Student
163;6;181;10;1;Veggie;Medium;0;Ingredients;Sunday;14;Feedera SE;Munich District Three;Adult
1195;6;24;10;29;Salami;Medium;3;Chef 2;Sunday;13;Deliver Now Holding;Munich District One;Student
181;6;73;9;10;Funghi;Small;3;Delivery Scooters ;Friday;11;BestOrder Inc.;Munich District One;Student
493;6;26;21;29;Salami;Small;3;Chef 2;Friday;21;Feedera SE;Munich District Five;Student
85;6;78;28;4;Salami;Small;5;Chef 1;Sunday;21;Deliver Now Holding;Munich District One;Teenager
3;6;128;36;7;Salami;Medium;2;Chef 1;Sunday;12;TownExpress Inc. ;Munich District Four;Student
74;6;144;37;8;Magherita;Small;1;Delivery Guy 1 ;Wednesday;12;Feedera SE;Munich District Five;Teenager
826;6;39;36;7;Funghi;Small;1;Chef 2;Friday;18;Feedera SE;Munich District Two;Adult
158;6;252;17;15;Funghi;Medium;1;Chef 2;Sunday;14;Deliver Now Holding;Munich District Two;Student
1259;6;4;21;5;Funghi;Large;0;Chef 2;Thursday;19;Orderly SE;Munich District One;Student
818;6;251;10;12;Salami;Small;3;Phone Bill;Saturday;18;Feedera SE;Munich District Five;Student
1163;6;104;10;16;Magherita;Medium;1;Chef 1;Sunday;14;TownExpress Inc. ;Munich District Three;Student
600;6;298;36;25;Magherita;Small;3;Chef 2;Friday;12;Heropizza Lmtd.;Munich District Four;Student
1716;6;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1457;6;247;4;2;Salami;Large;3;Ingredients;Saturday;12;Deliver Now Holding;Munich District One;Student
919;6;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
43;6;95;29;32;Salami;Small;1;Waiter;Saturday;13;Feedera SE;Munich District Two;Adult
1117;6;220;25;5;Speciale;Small;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Student
107;6;25;10;9;Salami;Large;3;Ingredients;Saturday;11;Deliver Now Holding;Munich District One;Student
1302;6;30;21;9;Calzone;Large;1;Ingredients;Friday;13;Deliver Now Holding;Munich District One;Teenager
936;6;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
45;6;48;11;13;Funghi;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
9;6;154;29;37;Salami;Small;3;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Student
438;6;229;5;5;Magherita;Small;1;Chef 1;Wednesday;13;Deliver Now Holding;Munich District Three;Teenager
1538;6;204;8;8;Veggie;Medium;1;Waiter;Saturday;12;Feedera SE;Munich District Three;Student
1643;6;158;11;5;Funghi;Small;1;Waiter;Saturday;12;TownExpress Inc. ;Munich District Three;Student
801;6;266;54;8;Speciale;Large;2;Chef 1;Sunday;19;Deliver Now Holding;Munich District Five;Teenager
763;6;169;17;5;Salami;Large;1;Ingredients;Wednesday;11;Feedera SE;Munich District Three;Teenager
1491;6;33;8;13;Speciale;Medium;2;Delivery Scooters ;Sunday;18;Deliver Now Holding;Munich District Three;Student
1572;6;225;18;7;Magherita;Small;1;Chef 1;Friday;14;BestOrder Inc.;Munich District Three;Student
880;6;298;11;10;Magherita;Medium;3;Waiter;Tuesday;13;Deliveruu Inc.;Munich District One;Student
1003;6;226;36;15;Magherita;Large;2;Ingredients;Friday;14;Feedera SE;Munich District Two;Student
173;6;179;10;20;Salami;Medium;5;Chef 2;Sunday;13;Deliver Now Holding;Munich District Three;Adult
1143;6;138;29;56;Salami;Small;1;Chef 2;Saturday;13;BestOrder Inc.;Munich District One;Student
374;6;185;36;8;Calzone;Small;4;Delivery Scooters ;Thursday;14;TownExpress Inc. ;Munich District Two;Adult
1918;6;24;9;3;Calzone;Small;4;Chef 2;Friday;18;Orderly SE;Munich District Five;Student
522;6;162;39;12;Salami;Medium;3;Chef 1;Sunday;14;BestOrder Inc.;Munich District Four;Student
956;6;93;53;17;Salami;Medium;5;Chef 1;Monday;13;TownExpress Inc. ;Munich District Two;Student
677;6;123;21;5;Funghi;Large;1;Delivery Scooters ;Wednesday;13;Deliver Now Holding;Munich District One;Student
666;6;271;21;4;Speciale;Large;5;Waiter;Tuesday;18;Deliver Now Holding;Munich District Two;Student
1458;6;255;29;2;Funghi;Small;1;Waiter;Wednesday;13;Deliver Now Holding;Munich District Two;Student
1478;6;131;11;11;Calzone;Small;1;Waiter;Saturday;14;Orderly SE;Munich District One;Teenager
650;6;194;36;3;Speciale;Medium;4;Delivery Guy 1 ;Friday;19;Feedera SE;Munich District Three;Student
1589;6;103;46;56;Speciale;Large;5;Delivery Guy 2;Friday;12;Deliver Now Holding;Munich District One;Student
1871;6;151;21;1;Calzone;Large;1;Chef 1;Saturday;18;Orderly SE;Munich District One;Student
1326;6;199;29;10;Funghi;Large;0;Chef 1;Saturday;13;Deliveruu Inc.;Munich District One;Adult
